,Text,Gospel
47,con autoridad manda aun a los,2
48,"espíritus inmundos, y le obedecen? Y muy pronto se",2
49,difundió su fama por toda la provincia alrededor de Galilea. Al salir de la,2
50,"sinagoga, vinieron a casa de Simón y Andrés,",2
51,con Jacobo y Juan. Y la suegra,2
52,de Simón estaba acostada con fiebre; y en seguida le,2
53,hablaron de ella. Entonces él,2
54,"se acercó, y la tomó de la mano",2
55,y la levantó; e inmediatamente le dejó,2
56,"la fiebre, y ella les servía. Cuando llegó la noche, luego que el",2
57,"sol se puso, le trajeron todos los",2
58,"que tenían enfermedades, y a los endemoniados; y toda",2
59,la ciudad se agolpó a,2
60,la puerta. Y sanó a muchos,2
61,"que estaban enfermos de diversas enfermedades, y",2
62,echó fuera muchos demonios; y no dejaba hablar a,2
63,"los demonios, porque le conocían. Levantándose muy de mañana,",2
64,"siendo aún muy oscuro, salió y se fue a un lugar",2
65,"desierto, y allí oraba. Y",2
66,"le buscó Simón, y los que con él estaban; y hallándole, le dijeron: Todos te",2
67,buscan. El les dijo: Vamos,2
68,"a los lugares vecinos, para que predique también allí; porque para esto",2
69,"he venido. Y predicaba en las sinagogas de ellos en toda Galilea, y echaba fuera",2
70,"los demonios. Vino a él un leproso, rogándole; e hincada",2
71,"la rodilla, le dijo: Si quieres, puedes",2
72,"limpiarme. Y Jesús, teniendo misericordia de él, extendió la mano y le tocó, y le",2
73,"dijo: Quiero, sé limpio. Y así que él hubo hablado, al instante la lepra se",2
74,"fue de aquél, y quedó limpio. Entonces le encargó rigurosamente, y",2
75,"le despidió luego, y le dijo: Mira, no digas a",2
76,"nadie nada, sino ve, muéstrate al sacerdote, y ofrece por tu",2
77,"purificación lo que Moisés mandó, para testimonio a ellos. Pero ido él, comenzó a",2
78,"publicarlo mucho y a divulgar el hecho, de manera",2
79,que ya Jesús no podía entrar,2
80,"abiertamente en la ciudad, sino que se quedaba fuera en los lugares",2
81,desiertos; y venían a él de,2
82,todas partes. Entró Jesús otra vez en Capernaum después de,2
83,algunos días; y se oyó que estaba en casa.,2
84,"E inmediatamente se juntaron muchos, de manera que ya",2
85,no cabían ni aun a la puerta; y les,2
86,"predicaba la palabra. Entonces vinieron a él unos trayendo un paralítico, que era cargado",2
87,"por cuatro. Y como no podían acercarse a él a causa de la multitud,",2
88,"descubrieron el techo de donde estaba, y haciendo",2
89,"una abertura, bajaron el lecho",2
90,en que yacía el paralítico. Al ver Jesús,2
91,"la fe de ellos, dijo",2
92,"al paralítico: Hijo, tus pecados te son perdonados. Estaban allí sentados algunos de",2
93,"los escribas, los cuales cavilaban en sus corazones: ¿Por",2
94,qué habla éste así? Blasfemias dice.,2
95,"¿Quién puede perdonar pecados, sino sólo Dios? Y conociendo luego Jesús en su espíritu",2
96,que cavilaban de esta manera,2
97,"dentro de sí mismos, les dijo:",2
98,"¿Por qué caviláis así en vuestros corazones? ¿Qué es más fácil, decir al paralítico: Tus",2
99,"pecados te son perdonados, o decirle: Levántate, toma",2
100,tu lecho y anda? Pues para que sepáis que el Hijo del,2
101,Hombre tiene potestad en la tierra,2
102,para perdonar pecados (dijo al paralítico): A ti te digo:,2
103,"Levántate, toma tu lecho, y",2
104,"vete a tu casa. Entonces él se levantó en seguida,",2
105,"y tomando su lecho, salió delante de todos, de manera que todos",2
106,"se asombraron, y glorificaron a Dios, diciendo: Nunca hemos visto tal cosa. Después volvió",2
107,a salir al mar; y toda la gente venía a,2
108,"él, y les enseñaba. Y al pasar, vio",2
109,"a Leví hijo de Alfeo, sentado al banco de los tributos públicos, y le",2
110,"dijo: Sígueme. Y levantándose, le siguió. Aconteció que estando Jesús a la mesa",2
111,"en casa de él, muchos publicanos y pecadores",2
112,estaban también a la mesa juntamente con Jesús y sus discípulos;,2
113,"porque había muchos que le habían seguido. Y los escribas y los fariseos, viéndole comer",2
114,"con los publicanos y con los pecadores, dijeron",2
115,"a los discípulos: ¿Qué es esto, que él come y bebe con los publicanos",2
116,"y pecadores? Al oír esto Jesús, les dijo: Los sanos no tienen necesidad de",2
117,"médico, sino los enfermos. No he venido a",2
118,"llamar a justos, sino a pecadores. Y los discípulos de",2
119,Juan y los de los fariseos ayunaban;,2
120,"y vinieron, y le dijeron: ¿Por qué los",2
121,"discípulos de Juan y los de los fariseos ayunan, y tus discípulos no",2
122,ayunan? Jesús les dijo: ¿Acaso pueden los que están,2
123,de bodas ayunar mientras está con ellos el,2
124,esposo? Entre tanto que tienen consigo,2
125,"al esposo, no pueden ayunar. Pero vendrán",2
126,"días cuando el esposo les será quitado, y entonces",2
127,en aquellos días ayunarán. Nadie,2
128,pone remiendo de paño nuevo en vestido viejo;,2
129,"de otra manera, el mismo remiendo nuevo tira de lo viejo, y se",2
130,hace peor la rotura. Y nadie echa,2
131,"vino nuevo en odres viejos; de otra manera, el vino nuevo rompe los",2
132,"odres, y el vino se derrama, y los odres se pierden; pero el vino nuevo",2
133,en odres nuevos se ha de echar. Aconteció que al pasar él,2
134,por los sembrados un día,2
135,"de reposo, sus discípulos, andando, comenzaron",2
136,"a arrancar espigas. Entonces los fariseos le dijeron: Mira,",2
137,¿por qué hacen en el día,2
138,de reposo lo que no es lícito? Pero él les dijo: ¿Nunca leísteis lo que,2
139,"hizo David cuando tuvo necesidad,",2
140,"y sintió hambre, él y los que",2
141,"con él estaban; cómo entró en la casa de Dios,",2
142,"siendo Abiatar sumo sacerdote, y comió los panes",2
143,"de la proposición, de los cuales no es lícito comer",2
144,"sino a los sacerdotes, y aun dio a los que",2
145,con él estaban? También les dijo: El día de reposo fue hecho por,2
146,"causa del hombre, y no el",2
147,"hombre por causa del día de reposo. Por tanto, el Hijo",2
148,del Hombre es Señor aun del día de reposo. Otra,2
149,vez entró Jesús en la sinagoga; y había allí un hombre que,2
150,tenía seca una mano. Y le acechaban para ver si,2
151,"en el día de reposo le sanaría, a fin de poder acusarle. Entonces",2
152,dijo al hombre que tenía la,2
153,mano seca: Levántate y ponte en medio. Y les,2
154,dijo: ¿Es lícito en los días de,2
155,"reposo hacer bien, o hacer mal; salvar la vida, o quitarla? Pero ellos",2
156,"callaban. Entonces, mirándolos alrededor con enojo, entristecido por la dureza de sus corazones, dijo",2
157,al hombre: Extiende tu mano. Y,2
158,"él la extendió, y la mano le fue restaurada sana. Y",2
159,"salidos los fariseos, tomaron consejo con",2
160,los herodianos contra él para destruirle. Mas Jesús se,2
161,"retiró al mar con sus discípulos,",2
162,"y le siguió gran multitud de Galilea. Y de Judea,",2
163,"de Jerusalén, de Idumea, del otro lado del Jordán,",2
164,y de los alrededores de,2
165,"Tiro y de Sidón, oyendo",2
166,"cuán grandes cosas hacía, grandes multitudes vinieron a él. Y dijo a",2
167,sus discípulos que le tuviesen siempre lista,2
168,"la barca, a causa del gentío,",2
169,para que no le oprimiesen. Porque había sanado a,2
170,"muchos; de manera que por tocarle,",2
171,"cuantos tenían plagas caían sobre él. Y los espíritus inmundos,",2
172,"al verle, se postraban delante",2
173,"de él, y daban voces, diciendo: Tú eres el Hijo de Dios. Mas",2
174,él les reprendía mucho para que no,2
175,le descubriesen. Después subió al,2
176,"monte, y llamó a sí a los que él quiso;",2
177,"y vinieron a él. Y estableció a doce, para que estuviesen con él, y para",2
178,"enviarlos a predicar, y que tuviesen autoridad para",2
179,"sanar enfermedades y para echar fuera demonios: a Simón,",2
180,"a quien puso por sobrenombre Pedro; a Jacobo hijo de Zebedeo, y a Juan",2
181,"hermano de Jacobo, a quienes apellidó",2
182,"Boanerges, esto es, Hijos del trueno; a Andrés, Felipe, Bartolomé, Mateo, Tomás,",2
183,"Jacobo hijo de Alfeo, Tadeo, Simón el cananista, y Judas",2
184,"Iscariote, el que le entregó. Y vinieron",2
185,"a casa. Y se agolpó de nuevo la gente, de modo que ellos",2
186,"ni aun podían comer pan. Cuando lo oyeron los suyos, vinieron para prenderle;",2
187,porque decían: Está fuera de sí. Pero los escribas que habían venido de Jerusalén decían,2
188,"que tenía a Beelzebú, y que por el príncipe de los demonios echaba fuera",2
189,"los demonios. Y habiéndolos llamado, les decía en parábolas: ¿Cómo puede Satanás echar",2
190,fuera a Satanás? Si un reino,2
191,"está dividido contra sí mismo, tal reino",2
192,no puede permanecer. Y si una,2
193,"casa está dividida contra sí misma, tal casa no puede permanecer. Y si Satanás",2
194,"se levanta contra sí mismo, y se divide, no",2
195,"puede permanecer, sino que ha llegado su fin. Ninguno puede entrar en la casa",2
196,"de un hombre fuerte y saquear sus bienes, si antes no le ata, y entonces",2
197,podrá saquear su casa. De cierto os digo que todos,2
198,"los pecados serán perdonados a los hijos de los hombres, y las blasfemias cualesquiera que",2
199,sean; pero cualquiera que blasfeme contra el,2
200,"Espíritu Santo, no tiene jamás perdón, sino que es reo de",2
201,juicio eterno. Porque ellos habían dicho: Tiene espíritu inmundo. Vienen después sus,2
202,"hermanos y su madre, y quedándose",2
203,"afuera, enviaron a llamarle. Y la gente que estaba sentada",2
204,"alrededor de él le dijo: Tu madre y tus hermanos están afuera, y te",2
205,buscan. El les respondió diciendo: ¿Quién es,2
206,mi madre y mis hermanos? Y mirando a los que estaban sentados alrededor,2
207,"de él, dijo: He aquí mi madre",2
208,"y mis hermanos. Porque todo aquel que hace la voluntad de Dios,",2
209,"ése es mi hermano, y mi hermana, y mi madre. Otra vez comenzó Jesús a",2
210,"enseñar junto al mar, y se",2
211,"reunió alrededor de él mucha gente, tanto que entrando",2
212,"en una barca, se sentó en ella en el",2
213,mar; y toda la gente estaba en,2
214,tierra junto al mar. Y les,2
215,"enseñaba por parábolas muchas cosas,",2
216,y les decía en su,2
217,"doctrina: Oíd: He aquí, el",2
218,sembrador salió a sembrar; y al,2
219,"sembrar, aconteció que una parte cayó junto al camino,",2
220,y vinieron las aves del cielo y,2
221,"la comieron. Otra parte cayó en pedregales, donde no tenía mucha tierra;",2
222,"y brotó pronto, porque no tenía profundidad de tierra. Pero",2
223,"salido el sol, se quemó; y porque no tenía raíz, se secó.",2
224,"Otra parte cayó entre espinos; y los espinos crecieron y la ahogaron, y no",2
225,"dio fruto. Pero otra parte cayó en buena tierra, y dio fruto,",2
226,"pues brotó y creció, y produjo a treinta, a sesenta, y a",2
227,ciento por uno. Entonces les dijo: El,2
228,"que tiene oídos para oír, oiga. Cuando",2
229,"estuvo solo, los que estaban cerca de él con los doce le preguntaron sobre",2
230,la parábola. Y les dijo: A vosotros os es dado saber el misterio,2
231,del reino de Dios; mas,2
232,"a los que están fuera, por parábolas todas las cosas; para que viendo, vean",2
233,"y no perciban; y oyendo, oigan y no",2
234,"entiendan; para que no se conviertan, y les sean perdonados los",2
235,"pecados. Y les dijo: ¿No sabéis esta parábola? ¿Cómo, pues, entenderéis todas las",2
236,parábolas? El sembrador es el que,2
237,siembra la palabra. Y éstos son los de junto,2
238,al camino: en quienes se siembra la,2
239,"palabra, pero después que la oyen, en seguida viene",2
240,"Satanás, y quita la palabra",2
241,que se sembró en sus corazones. Estos son asimismo,2
242,los que fueron sembrados en pedregales: los que cuando,2
243,"han oído la palabra, al momento la reciben con",2
244,"gozo; pero no tienen raíz en sí, sino que son de corta",2
245,"duración, porque cuando viene la tribulación o la persecución por causa de la",2
246,"palabra, luego tropiezan. Estos son los que",2
247,"fueron sembrados entre espinos: los que oyen la palabra,",2
248,"pero los afanes de este siglo,",2
249,"y el engaño de las riquezas, y las",2
250,"codicias de otras cosas, entran",2
251,"y ahogan la palabra, y se hace infructuosa. Y éstos son los que fueron sembrados",2
252,en buena tierra: los que,2
253,"oyen la palabra y la reciben, y dan fruto a treinta, a",2
254,"sesenta, y a ciento por uno. También les dijo: ¿Acaso se trae",2
255,"la luz para ponerla debajo del almud, o debajo de la cama? ¿No es",2
256,para ponerla en el candelero?,2
257,Porque no hay nada oculto que no haya de ser manifestado; ni,2
258,"escondido, que no haya de salir a luz. Si alguno tiene",2
259,"oídos para oír, oiga. Les dijo también: Mirad lo que",2
260,"oís; porque con la medida con que medís,",2
261,"os será medido, y aun se os",2
262,añadirá a vosotros los que oís. Porque al que,2
263,"tiene, se le dará; y al que",2
264,"no tiene, aun lo que tiene se le quitará. Decía además:",2
265,"Así es el reino de Dios, como cuando un hombre",2
266,"echa semilla en la tierra; y duerme y se levanta, de",2
267,"noche y de día, y la semilla brota y crece sin que",2
268,"él sepa cómo. Porque de suyo lleva fruto la tierra, primero hierba, luego",2
269,"espiga, después grano lleno en la espiga; y cuando el fruto",2
270,"está maduro, en seguida se mete la hoz, porque la siega",2
271,ha llegado. Decía también: ¿A qué haremos semejante el reino de,2
272,"Dios, o con qué parábola lo compararemos? Es como el grano de mostaza,",2
273,"que cuando se siembra en tierra, es",2
274,la más pequeña de todas las semillas que hay en la tierra; pero,2
275,"después de sembrado, crece, y se hace la mayor de todas las hortalizas, y echa",2
276,"grandes ramas, de tal manera que las aves del cielo pueden morar bajo",2
277,su sombra. Con muchas parábolas,2
278,"como estas les hablaba la palabra, conforme a lo que podían oír. Y sin parábolas",2
279,no les hablaba; aunque a sus discípulos en,2
280,"particular les declaraba todo. Aquel día, cuando",2
281,"llegó la noche, les dijo: Pasemos al otro lado. Y despidiendo a",2
282,"la multitud, le tomaron como estaba, en la barca;",2
283,y había también con él otras,2
284,"barcas. Pero se levantó una gran tempestad de viento, y echaba",2
285,"las olas en la barca, de tal manera que ya se anegaba. Y él estaba",2
286,"en la popa, durmiendo sobre un cabezal; y le despertaron,",2
287,"y le dijeron: Maestro, ¿no tienes cuidado que perecemos? Y levantándose, reprendió",2
288,"al viento, y dijo al mar: Calla, enmudece. Y cesó",2
289,"el viento, y se hizo grande bonanza. Y les dijo: ¿Por",2
290,qué estáis así amedrentados? ¿Cómo no tenéis fe? Entonces temieron,2
291,"con gran temor, y se decían el uno al otro: ¿Quién",2
292,"es éste, que aun el viento y el mar le",2
293,"obedecen? Vinieron al otro lado del mar, a la región de los",2
294,"gadarenos. Y cuando salió él de la barca, en seguida vino a su",2
295,"encuentro, de los sepulcros, un hombre con un espíritu",2
296,"inmundo, que tenía su morada en los sepulcros, y nadie podía",2
297,"atarle, ni aun con cadenas. Porque muchas",2
298,"veces había sido atado con grillos y cadenas, mas las cadenas",2
299,habían sido hechas pedazos por,2
300,"él, y desmenuzados los grillos; y nadie le",2
301,"podía dominar. Y siempre, de día y de noche, andaba dando voces",2
302,"en los montes y en los sepulcros,",2
303,"e hiriéndose con piedras. Cuando vio, pues, a Jesús",2
304,"de lejos, corrió, y se arrodilló ante él. Y clamando a gran voz, dijo:",2
305,"¿Qué tienes conmigo, Jesús, Hijo del Dios Altísimo? Te conjuro",2
306,por Dios que no me atormentes. Porque le decía: Sal,2
307,"de este hombre, espíritu inmundo. Y le preguntó: ¿Cómo te llamas? Y respondió diciendo: Legión",2
308,me llamo; porque somos muchos. Y le rogaba mucho que no los enviase,2
309,fuera de aquella región. Estaba allí cerca del monte un gran hato de,2
310,"cerdos paciendo. Y le rogaron todos los demonios, diciendo:",2
311,Envíanos a los cerdos para que entremos en ellos. Y luego,2
312,"Jesús les dio permiso. Y saliendo aquellos espíritus inmundos, entraron",2
313,"en los cerdos, los cuales eran",2
314,como dos mil; y el hato se precipitó en el,2
315,"mar por un despeñadero, y en el mar se ahogaron. Y los",2
316,"que apacentaban los cerdos huyeron, y dieron aviso en",2
317,la ciudad y en los campos. Y salieron a,2
318,ver qué era aquello que había sucedido. Vienen,2
319,"a Jesús, y ven al que había sido",2
320,"atormentado del demonio, y que había tenido la legión,",2
321,"sentado, vestido y en su juicio cabal; y tuvieron miedo.",2
322,"Y les contaron los que lo habían visto,",2
323,"cómo le había acontecido al que había tenido el demonio, y lo de los cerdos.",2
324,Y comenzaron a rogarle que se fuera de sus contornos. Al entrar él en la,2
325,"barca, el que había estado endemoniado",2
326,le rogaba que le dejase estar con él.,2
327,Mas Jesús no se lo,2
328,"permitió, sino que le dijo: Vete a",2
329,"tu casa, a los tuyos, y cuéntales cuán grandes cosas el Señor ha hecho",2
330,"contigo, y cómo ha tenido misericordia de ti.",2
331,"Y se fue, y comenzó a publicar en Decápolis cuán grandes cosas había hecho",2
332,Jesús con él; y todos se maravillaban. Pasando otra vez,2
333,Jesús en una barca a la,2
334,"otra orilla, se reunió alrededor de él una gran multitud; y él estaba junto",2
335,al mar. Y vino uno de los principales,2
336,"de la sinagoga, llamado Jairo; y luego que le vio,",2
337,"se postró a sus pies,",2
338,"y le rogaba mucho, diciendo: Mi hija está agonizando; ven y pon",2
339,las manos sobre ella para,2
340,"que sea salva, y vivirá. Fue, pues, con él; y le",2
341,"seguía una gran multitud, y le apretaban. Pero una mujer que desde hacía",2
342,"doce años padecía de flujo de sangre, y había sufrido mucho",2
343,"de muchos médicos, y gastado todo lo que tenía, y",2
344,"nada había aprovechado, antes le iba peor, cuando oyó hablar",2
345,"de Jesús, vino por detrás entre la",2
346,"multitud, y tocó su manto. Porque decía: Si tocare tan",2
347,"solamente su manto, seré salva. Y en seguida la fuente de su sangre",2
348,se secó; y sintió en el cuerpo que estaba sana de aquel azote.,2
349,"Luego Jesús, conociendo en sí mismo el",2
350,"poder que había salido de él,",2
351,"volviéndose a la multitud, dijo: ¿Quién ha tocado mis vestidos? Sus discípulos le dijeron:",2
352,"Ves que la multitud te aprieta, y dices: ¿Quién me ha tocado?",2
353,Pero él miraba alrededor para ver quién,2
354,"había hecho esto. Entonces la mujer, temiendo y temblando, sabiendo",2
355,lo que en ella había sido,2
356,"hecho, vino y se postró delante de él,",2
357,"y le dijo toda la verdad. Y él le dijo: Hija, tu fe te ha",2
358,"hecho salva; vé en paz, y queda sana de tu azote. Mientras él aún",2
359,"hablaba, vinieron de casa del principal de la sinagoga, diciendo: Tu",2
360,hija ha muerto; ¿para qué molestas más al Maestro? Pero,2
361,"Jesús, luego que oyó lo que se decía,",2
362,"dijo al principal de la sinagoga: No temas, cree solamente. Y no",2
363,"permitió que le siguiese nadie sino Pedro, Jacobo, y Juan hermano de Jacobo.",2
364,"Y vino a casa del principal de la sinagoga, y vio el",2
365,"alboroto y a los que lloraban y lamentaban mucho. Y entrando, les",2
366,"dijo: ¿Por qué alborotáis y lloráis? La niña no está muerta, sino",2
367,duerme. Y se burlaban de,2
368,"él. Mas él, echando fuera a todos, tomó al padre y a",2
369,"la madre de la niña, y a los que estaban con él, y entró",2
370,"donde estaba la niña. Y tomando la mano de la niña, le",2
371,"dijo: Talita cumi; que traducido es: Niña, a",2
372,"ti te digo, levántate. Y",2
373,"luego la niña se levantó y andaba, pues tenía doce",2
374,"años. Y se espantaron grandemente. Pero él les mandó mucho que nadie lo supiese, y",2
375,dijo que se le diese de comer. Salió Jesús de allí y vino,2
376,"a su tierra, y le seguían sus discípulos. Y llegado el día de reposo,",2
377,"comenzó a enseñar en la sinagoga; y muchos, oyéndole, se admiraban, y",2
378,decían: ¿De dónde tiene éste estas,2
379,"cosas? ¿Y qué sabiduría es esta que le es dada,",2
380,y estos milagros que por sus manos son hechos?,2
381,"¿No es éste el carpintero, hijo de",2
382,"María, hermano de Jacobo, de José, de Judas y de Simón? ¿No están también",2
383,aquí con nosotros sus hermanas? Y se escandalizaban,2
384,de él. Mas Jesús les decía: No,2
385,"hay profeta sin honra sino en su propia tierra, y entre sus parientes, y en",2
386,su casa. Y no pudo,2
387,"hacer allí ningún milagro, salvo que sanó a",2
388,"unos pocos enfermos, poniendo sobre ellos las",2
389,manos. Y estaba asombrado de,2
390,la incredulidad de ellos. Y recorría las aldeas de,2
391,"alrededor, enseñando. Después llamó a los doce, y",2
392,comenzó a enviarlos de dos en dos; y les dio autoridad sobre los espíritus inmundos.,2
393,"Y les mandó que no llevasen nada para el camino, sino",2
394,"solamente bordón; ni alforja, ni pan, ni dinero en el cinto, sino que",2
395,"calzasen sandalias, y no vistiesen dos túnicas. Y",2
396,"les dijo: Dondequiera que entréis en una casa, posad en ella hasta que salgáis",2
397,"de aquel lugar. Y si en algún lugar no os recibieren ni os oyeren, salid",2
398,"de allí, y sacudid el polvo",2
399,"que está debajo de vuestros pies, para",2
400,testimonio a ellos. De cierto os digo que en el día,2
401,"del juicio, será más tolerable el",2
402,"castigo para los de Sodoma y Gomorra, que para aquella ciudad. Y saliendo, predicaban que",2
403,los hombres se arrepintiesen. Y echaban fuera,2
404,"muchos demonios, y ungían con aceite a muchos enfermos, y",2
405,los sanaban. Oyó el rey,2
406,"Herodes la fama de Jesús, porque su nombre se había hecho notorio;",2
407,"y dijo: Juan el Bautista ha resucitado de los muertos, y por eso actúan en",2
408,"él estos poderes. Otros decían: Es Elías. Y otros decían: Es un profeta,",2
409,o alguno de los profetas. Al oír esto,2
410,"Herodes, dijo: Este es Juan, el",2
411,"que yo decapité, que ha",2
412,resucitado de los muertos. Porque el mismo Herodes había enviado,2
413,"y prendido a Juan, y le",2
414,había encadenado en la cárcel,2
415,"por causa de Herodías, mujer de",2
416,Felipe su hermano; pues la había tomado por,2
417,mujer. Porque Juan decía a Herodes: No te es lícito tener la,2
418,"mujer de tu hermano. Pero Herodías le acechaba,",2
419,"y deseaba matarle, y no podía; porque Herodes temía a Juan, sabiendo que",2
420,"era varón justo y santo,",2
421,"y le guardaba a salvo; y oyéndole, se quedaba muy perplejo, pero le",2
422,"escuchaba de buena gana. Pero venido un día oportuno, en que Herodes, en la",2
423,"fiesta de su cumpleaños, daba una cena a",2
424,"sus príncipes y tribunos y a los principales de Galilea, entrando",2
425,"la hija de Herodías, danzó, y agradó a Herodes y a los",2
426,que estaban con él a la mesa; y el rey dijo,2
427,a la muchacha: Pídeme lo,2
428,"que quieras, y yo te lo daré. Y le juró: Todo lo que",2
429,"me pidas te daré, hasta",2
430,"la mitad de mi reino. Saliendo ella, dijo a su madre:",2
431,¿Qué pediré? Y ella le dijo: La cabeza de,2
432,"Juan el Bautista. Entonces ella entró prontamente al rey, y pidió",2
433,diciendo: Quiero que ahora mismo,2
434,me des en un plato la cabeza de,2
435,Juan el Bautista. Y el rey se entristeció mucho; pero,2
436,"a causa del juramento, y de los que estaban con él",2
437,"a la mesa, no quiso desecharla.",2
438,"Y en seguida el rey, enviando a uno de la guardia,",2
439,"mandó que fuese traída la cabeza de Juan. El guarda fue,",2
440,"le decapitó en la cárcel, y trajo su",2
441,cabeza en un plato y,2
442,"la dio a la muchacha, y la muchacha la dio",2
443,"a su madre. Cuando oyeron esto sus discípulos, vinieron y tomaron su cuerpo,",2
444,y lo pusieron en un sepulcro. Entonces los,2
445,"apóstoles se juntaron con Jesús, y le contaron",2
446,"todo lo que habían hecho, y lo que habían enseñado. El les dijo: Venid",2
447,"vosotros aparte a un lugar desierto,",2
448,y descansad un poco. Porque eran,2
449,muchos los que iban y,2
450,"venían, de manera que ni aun tenían tiempo",2
451,para comer. Y se fueron solos en una barca a un lugar desierto. Pero,2
452,"muchos los vieron ir, y",2
453,le reconocieron; y muchos fueron,2
454,allá a pie desde las,2
455,"ciudades, y llegaron antes que ellos, y se juntaron",2
456,a él. Y salió Jesús y vio una,2
457,"gran multitud, y tuvo compasión de ellos, porque eran",2
458,como ovejas que no tenían pastor; y comenzó a enseñarles muchas cosas.,2
459,Cuando ya era muy avanzada la,2
460,"hora, sus discípulos se acercaron a él, diciendo: El lugar es",2
461,"desierto, y la hora ya muy avanzada. Despídelos para que vayan a los campos y",2
462,"aldeas de alrededor, y compren pan, pues no tienen qué comer. Respondiendo él, les",2
463,dijo: Dadles vosotros de comer. Ellos le dijeron: ¿Que vayamos y,2
464,"compremos pan por doscientos denarios,",2
465,y les demos de comer? El les dijo: ¿Cuántos panes tenéis? Id,2
466,"y vedlo. Y al saberlo, dijeron:",2
467,"Cinco, y dos peces. Y les mandó",2
468,que hiciesen recostar a todos por grupos sobre la hierba verde. Y,2
469,"se recostaron por grupos, de ciento en ciento, y de",2
470,"cincuenta en cincuenta. Entonces tomó los cinco panes y los dos peces,",2
471,"y levantando los ojos al cielo, bendijo, y partió los panes, y dio a",2
472,sus discípulos para que los pusiesen delante; y repartió los,2
473,"dos peces entre todos. Y comieron todos, y se saciaron. Y recogieron de los pedazos",2
474,"doce cestas llenas, y de lo que sobró de los",2
475,peces. Y los que comieron eran cinco mil hombres. En seguida,2
476,hizo a sus discípulos entrar en la barca e ir delante de él a,2
477,"Betsaida, en la otra ribera, entre tanto",2
478,que él despedía a la multitud. Y después,2
479,"que los hubo despedido, se fue al monte a orar; y al venir",2
480,"la noche, la barca estaba en",2
481,"medio del mar, y él solo en tierra. Y viéndoles remar",2
482,"con gran fatiga, porque el viento les era",2
483,"contrario, cerca de la cuarta vigilia de la noche vino a ellos andando sobre",2
484,"el mar, y quería adelantárseles. Viéndole ellos andar sobre el mar, pensaron que era",2
485,"un fantasma, y gritaron; porque todos le veían, y",2
486,"se turbaron. Pero en seguida habló con ellos, y",2
487,"les dijo: ¡Tened ánimo; yo soy, no temáis! Y subió a ellos",2
488,"en la barca, y se",2
489,"calmó el viento; y ellos se asombraron en gran manera,",2
