,Text,Gospel
151,"y dejando a Nazaret, vino y habitó en Capernaum, ciudad marítima, en la región de",1
152,"Zabulón y de Neftalí, para que se cumpliese lo dicho por",1
153,"el profeta Isaías, cuando dijo: Tierra de Zabulón y tierra de Neftalí, Camino del",1
154,"mar, al otro lado del Jordán, Galilea de",1
155,los gentiles; El pueblo asentado en,1
156,"tinieblas vio gran luz; Y a los asentados en región de sombra de muerte,",1
157,"Luz les resplandeció. Desde entonces comenzó Jesús a predicar, y a decir: Arrepentíos, porque",1
158,el reino de los cielos se ha acercado. Andando Jesús,1
159,"junto al mar de Galilea, vio a dos hermanos,",1
160,"Simón, llamado Pedro, y Andrés su hermano, que echaban",1
161,la red en el mar; porque eran pescadores. Y les dijo:,1
162,"Venid en pos de mí, y os haré pescadores de hombres. Ellos",1
163,"entonces, dejando al instante las redes, le siguieron. Pasando de allí, vio a",1
164,"otros dos hermanos, Jacobo hijo de Zebedeo, y Juan",1
165,"su hermano, en la barca con Zebedeo su padre, que",1
166,"remendaban sus redes; y los llamó. Y ellos, dejando al instante la barca y a",1
167,"su padre, le siguieron. Y recorrió Jesús toda Galilea, enseñando en las sinagogas de ellos,",1
168,"y predicando el evangelio del reino, y sanando toda enfermedad y toda dolencia",1
169,en el pueblo. Y se difundió su fama por toda Siria; y le,1
170,"trajeron todos los que tenían dolencias, los afligidos por diversas enfermedades y",1
171,"tormentos, los endemoniados, lunáticos y paralíticos; y",1
172,los sanó. Y le siguió mucha gente,1
173,"de Galilea, de Decápolis, de Jerusalén, de Judea y del otro",1
174,"lado del Jordán. Viendo la multitud, subió al",1
175,"monte; y sentándose, vinieron a él sus discípulos.",1
176,"Y abriendo su boca les enseñaba,",1
177,diciendo: Bienaventurados los pobres en,1
178,"espíritu, porque de ellos es el reino de los cielos.",1
179,"Bienaventurados los que lloran, porque ellos recibirán consolación. Bienaventurados los mansos, porque",1
180,ellos recibirán la tierra por heredad. Bienaventurados los que tienen hambre y sed,1
181,"de justicia, porque ellos serán saciados. Bienaventurados los misericordiosos, porque ellos alcanzarán",1
182,"misericordia. Bienaventurados los de limpio corazón, porque ellos",1
183,"verán a Dios. Bienaventurados los pacificadores, porque ellos serán llamados hijos de Dios.",1
184,Bienaventurados los que padecen persecución por causa,1
185,"de la justicia, porque de ellos es el reino de los cielos. Bienaventurados sois",1
186,cuando por mi causa os,1
187,"vituperen y os persigan, y",1
188,"digan toda clase de mal contra vosotros, mintiendo.",1
189,"Gozaos y alegraos, porque vuestro",1
190,galardón es grande en los,1
191,cielos; porque así persiguieron a los profetas que,1
192,fueron antes de vosotros. Vosotros sois la sal de la,1
193,tierra; pero si la sal se,1
194,"desvaneciere, ¿con qué será salada? No sirve más para nada, sino para",1
195,ser echada fuera y hollada,1
196,por los hombres. Vosotros sois la luz del,1
197,mundo; una ciudad asentada sobre un monte no se puede esconder. Ni se enciende,1
198,una luz y se pone debajo,1
199,"de un almud, sino sobre el candelero, y alumbra a todos los que están en",1
200,"casa. Así alumbre vuestra luz delante de los hombres, para que vean vuestras",1
201,"buenas obras, y glorifiquen a vuestro Padre que está en los cielos. No penséis que",1
202,he venido para abrogar la ley o los profetas; no he venido para,1
203,"abrogar, sino para cumplir. Porque de cierto os digo que hasta que pasen el cielo",1
204,"y la tierra, ni una jota ni una tilde pasará de la ley, hasta",1
205,que todo se haya cumplido. De manera que cualquiera que quebrante uno de,1
206,"estos mandamientos muy pequeños, y así enseñe a los",1
207,"hombres, muy pequeño será llamado en el reino",1
208,"de los cielos; mas cualquiera que los haga y los enseñe,",1
209,éste será llamado grande en,1
210,el reino de los cielos. Porque os digo que si vuestra,1
211,"justicia no fuere mayor que la de los escribas y fariseos, no entraréis en",1
212,el reino de los cielos.,1
213,Oísteis que fue dicho a los antiguos: No matarás; y,1
214,cualquiera que matare será culpable de,1
215,juicio. Pero yo os digo que,1
216,"cualquiera que se enoje contra su hermano, será culpable de juicio; y cualquiera que",1
217,"diga: Necio, a su hermano, será",1
218,"culpable ante el concilio; y cualquiera que le diga: Fatuo,",1
219,quedará expuesto al infierno de fuego. Por,1
220,"tanto, si traes tu ofrenda al altar, y allí te",1
221,"acuerdas de que tu hermano tiene algo contra ti, deja allí",1
222,"tu ofrenda delante del altar, y anda, reconcíliate primero",1
223,"con tu hermano, y entonces ven y presenta",1
224,tu ofrenda. Ponte de acuerdo con tu,1
225,"adversario pronto, entre tanto que estás con él en el camino,",1
226,"no sea que el adversario te entregue al juez, y el juez",1
227,"al alguacil, y seas echado en la cárcel. De cierto te",1
228,"digo que no saldrás de allí, hasta que pagues",1
229,el último cuadrante. Oísteis que fue dicho: No cometerás adulterio. Pero,1
230,yo os digo que cualquiera,1
231,que mira a una mujer,1
232,"para codiciarla, ya adulteró con ella en su corazón.",1
233,"Por tanto, si tu ojo derecho te es ocasión de",1
234,"caer, sácalo, y échalo de ti; pues mejor te es que se pierda",1
235,"uno de tus miembros, y no que todo tu cuerpo",1
236,sea echado al infierno. Y,1
237,"si tu mano derecha te es ocasión de caer,",1
238,"córtala, y échala de ti; pues mejor",1
239,te es que se pierda uno,1
240,"de tus miembros, y no que todo",1
241,"tu cuerpo sea echado al infierno. También fue dicho: Cualquiera que repudie a su mujer,",1
242,dele carta de divorcio. Pero yo os digo que el que repudia a su,1
243,"mujer, a no ser por causa de fornicación, hace que",1
244,ella adultere; y el que,1
245,"se casa con la repudiada, comete adulterio. Además habéis oído",1
246,"que fue dicho a los antiguos: No perjurarás, sino cumplirás al Señor tus juramentos. Pero",1
247,"yo os digo: No juréis en ninguna manera; ni por el cielo, porque es",1
248,el trono de Dios; ni,1
249,"por la tierra, porque es el",1
250,estrado de sus pies; ni por,1
251,"Jerusalén, porque es la ciudad del gran Rey. Ni por tu cabeza jurarás, porque no",1
252,puedes hacer blanco o negro un solo cabello.,1
253,"Pero sea vuestro hablar: Sí, sí; no, no; porque lo que es más de esto,",1
254,de mal procede. Oísteis que fue dicho: Ojo,1
255,"por ojo, y diente por diente. Pero yo os digo: No resistáis al que es",1
256,"malo; antes, a cualquiera que te hiera en la mejilla",1
257,"derecha, vuélvele también la otra; y",1
258,al que quiera ponerte a,1
259,"pleito y quitarte la túnica, déjale también la capa; y a cualquiera que",1
260,"te obligue a llevar carga por una milla, ve con él dos. Al que te",1
261,"pida, dale; y al que",1
262,"quiera tomar de ti prestado, no se lo",1
263,"rehúses. Oísteis que fue dicho: Amarás a tu prójimo, y",1
264,aborrecerás a tu enemigo. Pero yo os digo: Amad,1
265,"a vuestros enemigos, bendecid a los que os maldicen, haced bien a los que os",1
266,"aborrecen, y orad por los que os ultrajan y os persiguen; para que seáis",1
267,"hijos de vuestro Padre que está en los cielos, que hace",1
268,"salir su sol sobre malos y buenos, y que hace llover",1
269,"sobre justos e injustos. Porque si amáis a los que os aman, ¿qué recompensa",1
270,tendréis? ¿No hacen también lo mismo los publicanos? Y,1
271,"si saludáis a vuestros hermanos solamente, ¿qué hacéis de más? ¿No hacen también así los",1
272,"gentiles? Sed, pues, vosotros perfectos, como vuestro Padre que está en los cielos es perfecto.",1
273,"Guardaos de hacer vuestra justicia delante de los hombres, para ser vistos de ellos;",1
274,de otra manera no tendréis,1
275,recompensa de vuestro Padre que está en los,1
276,"cielos. Cuando, pues, des limosna, no hagas tocar",1
277,"trompeta delante de ti, como hacen los hipócritas",1
278,"en las sinagogas y en las calles, para ser alabados por los",1
279,hombres; de cierto os digo que ya,1
280,"tienen su recompensa. Mas cuando tú des limosna, no",1
281,sepa tu izquierda lo que hace tu,1
282,"derecha, para que sea tu limosna en secreto; y",1
283,"tu Padre que ve en lo secreto te recompensará en público. Y cuando ores,",1
284,no seas como los hipócritas; porque ellos aman el,1
285,"orar en pie en las sinagogas y en las esquinas de las calles, para",1
286,ser vistos de los hombres; de cierto,1
287,os digo que ya tienen su recompensa.,1
288,"Mas tú, cuando ores, entra en tu aposento, y cerrada la puerta, ora",1
289,a tu Padre que está en secreto; y,1
290,tu Padre que ve en lo secreto,1
291,"te recompensará en público. Y orando, no uséis vanas repeticiones, como los gentiles,",1
292,que piensan que por su,1
293,"palabrería serán oídos. No os hagáis, pues, semejantes a ellos; porque vuestro",1
294,"Padre sabe de qué cosas tenéis necesidad, antes que vosotros le pidáis. Vosotros,",1
295,"pues, oraréis así: Padre nuestro que estás en los cielos,",1
296,"santificado sea tu nombre. Venga tu reino. Hágase tu voluntad, como en el cielo,",1
297,"así también en la tierra. El pan nuestro de cada día, dánoslo hoy. Y perdónanos",1
298,"nuestras deudas, como también nosotros perdonamos a nuestros deudores. Y no nos",1
299,"metas en tentación, mas líbranos del mal; porque",1
300,"tuyo es el reino, y el poder, y la gloria,",1
301,por todos los siglos. Amén. Porque si perdonáis a los,1
302,"hombres sus ofensas, os perdonará también",1
303,a vosotros vuestro Padre celestial; mas si no perdonáis a,1
304,"los hombres sus ofensas, tampoco vuestro Padre os perdonará vuestras ofensas. Cuando ayunéis,",1
305,"no seáis austeros, como los hipócritas; porque ellos demudan sus rostros para mostrar a",1
306,los hombres que ayunan; de cierto os digo que,1
307,"ya tienen su recompensa. Pero tú,",1
308,"cuando ayunes, unge tu cabeza y lava tu rostro, para no mostrar a los hombres",1
309,"que ayunas, sino a tu Padre que está en secreto; y tu Padre",1
310,que ve en lo secreto te recompensará en público. No,1
311,"os hagáis tesoros en la tierra, donde la polilla y el orín corrompen,",1
312,y donde ladrones minan y hurtan; sino haceos tesoros en el,1
313,"cielo, donde ni la polilla ni el",1
314,"orín corrompen, y donde ladrones no minan ni hurtan. Porque donde esté vuestro tesoro, allí",1
315,"estará también vuestro corazón. La lámpara del cuerpo es el ojo; así que,",1
316,"si tu ojo es bueno, todo tu cuerpo estará lleno de luz;",1
317,"pero si tu ojo es maligno, todo tu cuerpo estará en tinieblas. Así que,",1
318,"si la luz que en ti hay es tinieblas, ¿cuántas",1
319,no serán las mismas tinieblas? Ninguno puede servir a dos señores; porque o aborrecerá,1
320,"al uno y amará al otro, o estimará al uno y menospreciará",1
321,al otro. No podéis servir,1
322,a Dios y a las riquezas. Por tanto os digo: No,1
323,"os afanéis por vuestra vida, qué habéis de comer o",1
324,"qué habéis de beber; ni por vuestro cuerpo, qué habéis de vestir.",1
325,"¿No es la vida más que el alimento, y",1
326,el cuerpo más que el vestido? Mirad las aves,1
327,"del cielo, que no siembran, ni siegan, ni recogen en graneros; y vuestro",1
328,Padre celestial las alimenta. ¿No,1
329,"valéis vosotros mucho más que ellas? ¿Y quién de vosotros podrá, por mucho que",1
330,"se afane, añadir a su estatura un codo?",1
331,"Y por el vestido, ¿por qué os afanáis? Considerad los lirios del campo, cómo",1
332,"crecen: no trabajan ni hilan; pero os digo, que ni",1
333,aun Salomón con toda su gloria se vistió,1
334,así como uno de ellos. Y si la hierba del,1
335,"campo que hoy es, y mañana se echa en el horno, Dios la viste",1
336,"así, ¿no hará mucho más",1
337,"a vosotros, hombres de poca fe? No os afanéis, pues,",1
338,"diciendo: ¿Qué comeremos, o qué",1
339,"beberemos, o qué vestiremos? Porque los gentiles buscan todas estas cosas; pero vuestro Padre celestial",1
340,sabe que tenéis necesidad de todas estas cosas. Mas buscad primeramente el,1
341,"reino de Dios y su justicia, y todas estas cosas os serán añadidas. Así que,",1
342,"no os afanéis por el día de mañana, porque el día",1
343,de mañana traerá su afán. Basta a,1
344,cada día su propio mal. No,1
345,"juzguéis, para que no seáis juzgados. Porque con el juicio con",1
346,"que juzgáis, seréis juzgados, y con la medida con que",1
347,"medís, os será medido. ¿Y por qué",1
348,miras la paja que está,1
349,"en el ojo de tu hermano, y no echas de ver la viga que",1
350,está en tu propio ojo? ¿O cómo dirás a tu,1
351,"hermano: Déjame sacar la paja de tu ojo, y he aquí la",1
352,"viga en el ojo tuyo? ¡Hipócrita! saca primero la viga de tu propio ojo,",1
353,y entonces verás bien para sacar la paja del,1
354,"ojo de tu hermano. No deis lo santo a los perros, ni",1
355,echéis vuestras perlas delante de,1
356,"los cerdos, no sea que las pisoteen, y se vuelvan y",1
357,"os despedacen. Pedid, y se os dará; buscad,",1
358,"y hallaréis; llamad, y se os abrirá. Porque todo aquel que pide, recibe;",1
359,"y el que busca, halla;",1
360,"y al que llama, se le abrirá. ¿Qué hombre hay de vosotros, que si",1
361,"su hijo le pide pan, le dará una piedra? ¿O si le pide un pescado,",1
362,le dará una serpiente? Pues si,1
363,"vosotros, siendo malos, sabéis dar buenas dádivas a",1
364,"vuestros hijos, ¿cuánto más vuestro Padre que está en",1
365,"los cielos dará buenas cosas a los que le pidan? Así que, todas las",1
366,"cosas que queráis que los hombres hagan con vosotros, así también",1
367,haced vosotros con ellos; porque esto es la,1
368,ley y los profetas. Entrad,1
369,por la puerta estrecha; porque ancha es,1
370,"la puerta, y espacioso el camino que lleva a la perdición, y muchos son los",1
371,"que entran por ella; porque estrecha es la puerta, y angosto",1
372,"el camino que lleva a la vida, y pocos son los que la",1
373,"hallan. Guardaos de los falsos profetas, que",1
374,vienen a vosotros con vestidos de,1
375,"ovejas, pero por dentro son lobos rapaces. Por sus frutos los",1
376,"conoceréis. ¿Acaso se recogen uvas de los espinos, o higos de los",1
377,"abrojos? Así, todo buen árbol da buenos frutos, pero el árbol",1
378,malo da frutos malos. No puede el buen árbol dar,1
379,"malos frutos, ni el árbol malo dar frutos buenos.",1
380,"Todo árbol que no da buen fruto,",1
381,"es cortado y echado en el fuego. Así que,",1
382,"por sus frutos los conoceréis. No todo el que me dice: Señor, Señor, entrará",1
383,"en el reino de los cielos, sino el",1
384,que hace la voluntad de mi Padre que está,1
385,en los cielos. Muchos me dirán,1
386,"en aquel día: Señor, Señor, ¿no profetizamos en tu",1
387,"nombre, y en tu nombre echamos fuera",1
388,"demonios, y en tu nombre hicimos muchos",1
389,"milagros? Y entonces les declararé: Nunca os conocí; apartaos de mí, hacedores de maldad. Cualquiera,",1
390,"pues, que me oye estas palabras, y las hace,",1
391,"le compararé a un hombre prudente, que",1
392,"edificó su casa sobre la roca. Descendió lluvia, y vinieron ríos, y soplaron vientos,",1
393,"y golpearon contra aquella casa; y no cayó, porque estaba fundada sobre la roca.",1
394,"Pero cualquiera que me oye estas palabras y no las hace, le",1
395,"compararé a un hombre insensato, que edificó su casa sobre la arena;",1
396,"y descendió lluvia, y vinieron ríos,",1
397,"y soplaron vientos, y dieron con ímpetu contra aquella casa; y cayó, y",1
398,"fue grande su ruina. Y cuando terminó Jesús estas palabras, la gente",1
399,se admiraba de su doctrina;,1
400,"porque les enseñaba como quien tiene autoridad, y no como los escribas.",1
401,"Cuando descendió Jesús del monte, le seguía mucha gente. Y he aquí",1
402,"vino un leproso y se postró ante él, diciendo: Señor, si quieres, puedes",1
403,"limpiarme. Jesús extendió la mano y le tocó, diciendo: Quiero; sé limpio. Y al instante",1
404,"su lepra desapareció. Entonces Jesús le dijo: Mira, no lo digas a nadie;",1
405,"sino ve, muéstrate al sacerdote, y presenta la ofrenda",1
406,"que ordenó Moisés, para testimonio a ellos. Entrando Jesús en Capernaum, vino a él un",1
407,"centurión, rogándole, y diciendo: Señor, mi criado",1
408,"está postrado en casa, paralítico, gravemente atormentado.",1
409,Y Jesús le dijo: Yo iré y le sanaré. Respondió el centurión y,1
410,"dijo: Señor, no soy digno de que entres bajo mi techo;",1
411,"solamente dí la palabra, y mi criado sanará. Porque",1
412,"también yo soy hombre bajo autoridad, y tengo bajo mis órdenes soldados; y",1
413,"digo a éste: Ve, y va; y al otro: Ven, y viene;",1
414,y a mi siervo: Haz,1
415,"esto, y lo hace. Al oírlo Jesús, se maravilló,",1
416,y dijo a los que le,1
417,"seguían: De cierto os digo, que",1
418,ni aun en Israel he hallado tanta,1
419,fe. Y os digo que,1
420,"vendrán muchos del oriente y del occidente, y se",1
421,sentarán con Abraham e Isaac y Jacob en el,1
422,reino de los cielos; mas los hijos del reino serán,1
423,echados a las tinieblas de,1
424,afuera; allí será el lloro y el crujir de dientes. Entonces Jesús dijo al,1
425,"centurión: Ve, y como creíste, te sea hecho. Y su criado fue",1
426,sanado en aquella misma hora.,1
427,"Vino Jesús a casa de Pedro, y vio a la suegra de éste postrada",1
428,"en cama, con fiebre. Y tocó su mano,",1
429,y la fiebre la dejó; y ella se,1
430,"levantó, y les servía. Y cuando llegó",1
431,"la noche, trajeron a él muchos endemoniados; y con la palabra echó fuera a los",1
432,"demonios, y sanó a todos",1
433,los enfermos; para que se cumpliese lo,1
434,"dicho por el profeta Isaías, cuando dijo:",1
435,"El mismo tomó nuestras enfermedades, y llevó nuestras dolencias. Viéndose",1
436,"Jesús rodeado de mucha gente, mandó pasar al otro lado. Y vino un escriba",1
437,"y le dijo: Maestro, te seguiré adondequiera que vayas. Jesús le dijo: Las zorras",1
438,"tienen guaridas, y las aves del cielo nidos; mas el Hijo del Hombre no tiene",1
439,dónde recostar su cabeza. Otro de sus discípulos le dijo:,1
440,"Señor, permíteme que vaya primero y entierre a mi padre. Jesús le dijo: Sígueme;",1
441,deja que los muertos entierren a sus muertos.,1
442,"Y entrando él en la barca, sus discípulos le siguieron. Y",1
443,he aquí que se levantó en el mar una tempestad tan grande,1
444,que las olas cubrían la,1
445,"barca; pero él dormía. Y vinieron sus discípulos y le despertaron, diciendo: ¡Señor, sálvanos,",1
446,"que perecemos! El les dijo: ¿Por qué teméis, hombres de",1
447,"poca fe? Entonces, levantándose, reprendió a los vientos y",1
448,al mar; y se hizo,1
449,grande bonanza. Y los hombres se,1
450,"maravillaron, diciendo: ¿Qué hombre es éste, que aun los vientos y el mar le obedecen?",1
451,Cuando llegó a la otra,1
452,"orilla, a la tierra de los gadarenos, vinieron a su encuentro dos endemoniados que salían",1
453,"de los sepulcros, feroces en gran manera, tanto que nadie",1
454,"podía pasar por aquel camino. Y clamaron diciendo: ¿Qué tienes con nosotros, Jesús, Hijo de",1
455,Dios? ¿Has venido acá para atormentarnos antes,1
456,de tiempo? Estaba paciendo lejos de ellos un hato de muchos cerdos. Y,1
457,los demonios le rogaron diciendo: Si nos echas,1
458,"fuera, permítenos ir a aquel",1
459,"hato de cerdos. El les dijo: Id. Y ellos salieron, y se",1
460,"fueron a aquel hato de cerdos; y he aquí, todo",1
461,el hato de cerdos se,1
462,"precipitó en el mar por un despeñadero, y perecieron en las",1
463,"aguas. Y los que los apacentaban huyeron, y viniendo a la ciudad, contaron todas las",1
464,"cosas, y lo que había",1
465,pasado con los endemoniados. Y toda la ciudad salió al encuentro de Jesús; y cuando,1
466,"le vieron, le rogaron que se fuera de",1
467,"sus contornos. Entonces, entrando Jesús en la barca, pasó al",1
468,otro lado y vino a su ciudad. Y sucedió que le,1
469,"trajeron un paralítico, tendido sobre una cama; y al ver Jesús la fe de ellos,",1
470,"dijo al paralítico: Ten ánimo, hijo; tus",1
