,Text,Gospel
75,"entonces, cuando se vio burlado por los magos, se",1
76,"enojó mucho, y mandó matar a todos los niños menores de dos años",1
77,"que había en Belén y en todos sus alrededores,",1
78,conforme al tiempo que había,1
79,inquirido de los magos. Entonces,1
80,se cumplió lo que fue,1
81,"dicho por el profeta Jeremías, cuando dijo:",1
82,"Voz fue oída en Ramá, Grande lamentación, lloro y",1
83,"gemido; Raquel que llora a sus hijos, Y no quiso ser consolada, porque",1
84,"perecieron. Pero después de muerto Herodes, he aquí un ángel del Señor apareció",1
85,"en sueños a José en Egipto,",1
86,"diciendo: Levántate, toma al niño y a su madre, y vete a tierra",1
87,"de Israel, porque han muerto los que procuraban la muerte",1
88,"del niño. Entonces él se levantó, y tomó al",1
89,"niño y a su madre, y vino a tierra de Israel. Pero oyendo",1
90,que Arquelao reinaba en Judea en,1
91,"lugar de Herodes su padre, tuvo temor de ir allá; pero",1
92,"avisado por revelación en sueños, se fue a la región de Galilea, y vino y",1
93,"habitó en la ciudad que se llama Nazaret,",1
94,"para que se cumpliese lo que fue dicho por los profetas,",1
95,que habría de ser llamado nazareno. En aquellos días vino Juan el Bautista predicando en,1
96,"el desierto de Judea, y diciendo: Arrepentíos,",1
97,porque el reino de los cielos se ha acercado. Pues éste es,1
98,"aquel de quien habló el profeta Isaías, cuando dijo: Voz",1
99,del que clama en el desierto: Preparad el camino,1
100,"del Señor, Enderezad sus sendas. Y Juan estaba vestido de pelo de camello,",1
101,y tenía un cinto de cuero alrededor de sus lomos;,1
102,y su comida era langostas y miel silvestre. Y,1
103,"salía a él Jerusalén, y toda Judea, y toda la provincia de alrededor del",1
104,"Jordán, y eran bautizados por él en el Jordán,",1
105,confesando sus pecados. Al ver él que muchos de los fariseos y,1
106,"de los saduceos venían a su bautismo,",1
107,les decía: ¡Generación de víboras! ¿Quién os enseñó a huir de la ira,1
108,"venidera? Haced, pues, frutos dignos de arrepentimiento, y no penséis decir dentro",1
109,de vosotros mismos: A Abraham tenemos por padre; porque yo,1
110,os digo que Dios puede levantar hijos a Abraham aun de,1
111,estas piedras. Y ya también el hacha está puesta,1
112,"a la raíz de los árboles; por tanto, todo árbol que no",1
113,da buen fruto es cortado y echado en el fuego. Yo,1
114,a la verdad os bautizo en agua para arrepentimiento; pero el que,1
115,"viene tras mí, cuyo calzado yo no soy digno",1
116,"de llevar, es más poderoso que yo; él os bautizará en Espíritu Santo",1
117,"y fuego. Su aventador está en su mano, y limpiará su era; y",1
118,recogerá su trigo en el,1
119,"granero, y quemará la paja en fuego que nunca se",1
120,apagará. Entonces Jesús vino de Galilea a Juan,1
121,"al Jordán, para ser bautizado",1
122,"por él. Mas Juan se le oponía, diciendo:",1
123,"Yo necesito ser bautizado por ti, ¿y tú vienes a mí? Pero Jesús",1
124,"le respondió: Deja ahora, porque",1
125,"así conviene que cumplamos toda justicia. Entonces le dejó. Y Jesús, después que fue bautizado,",1
126,"subió luego del agua; y he aquí los cielos le fueron abiertos,",1
127,"y vio al Espíritu de Dios que descendía como paloma, y",1
128,venía sobre él. Y hubo una voz de los,1
129,"cielos, que decía: Este es mi Hijo amado, en",1
130,"quien tengo complacencia. Entonces Jesús fue llevado por el Espíritu al desierto, para ser tentado",1
131,por el diablo. Y después de haber ayunado cuarenta días,1
132,"y cuarenta noches, tuvo hambre.",1
133,"Y vino a él el tentador, y le dijo: Si eres Hijo",1
134,"de Dios, di que estas piedras se conviertan en",1
135,pan. Él respondió y dijo: Escrito está: No sólo,1
136,"de pan vivirá el hombre, sino",1
137,de toda palabra que sale de la boca de Dios. Entonces,1
138,"el diablo le llevó a la santa ciudad, y le puso sobre el",1
139,"pináculo del templo, y le dijo: Si eres Hijo de Dios,",1
140,"échate abajo; porque escrito está: A sus ángeles mandará acerca de ti, y,",1
141,"En sus manos te sostendrán, Para que no tropieces",1
142,con tu pie en piedra. Jesús le dijo:,1
143,Escrito está también: No tentarás al Señor tu Dios.,1
144,Otra vez le llevó el,1
145,"diablo a un monte muy alto, y le mostró todos los reinos del",1
146,"mundo y la gloria de ellos, y le dijo: Todo esto te daré,",1
147,"si postrado me adorares. Entonces Jesús le dijo: Vete,",1
148,"Satanás, porque escrito está: Al Señor tu Dios adorarás, y a él sólo",1
149,servirás. El diablo entonces le dejó; y he aquí vinieron ángeles y le,1
150,"servían. Cuando Jesús oyó que Juan estaba preso, volvió a Galilea; y dejando a",1
151,"Nazaret, vino y habitó en Capernaum, ciudad marítima, en la región de Zabulón y de",1
152,"Neftalí, para que se cumpliese lo dicho por el profeta Isaías, cuando dijo: Tierra",1
153,"de Zabulón y tierra de Neftalí, Camino del mar, al otro lado",1
154,"del Jordán, Galilea de los gentiles; El pueblo asentado en tinieblas vio gran luz;",1
155,Y a los asentados en región de sombra,1
156,"de muerte, Luz les resplandeció. Desde entonces comenzó Jesús a predicar, y a",1
157,"decir: Arrepentíos, porque el reino de los cielos se ha",1
158,"acercado. Andando Jesús junto al mar de Galilea, vio a dos hermanos, Simón,",1
159,"llamado Pedro, y Andrés su hermano, que echaban",1
160,la red en el mar;,1
161,porque eran pescadores. Y les dijo: Venid en,1
162,"pos de mí, y os haré pescadores",1
163,"de hombres. Ellos entonces, dejando al instante las",1
164,"redes, le siguieron. Pasando de allí, vio a otros dos hermanos, Jacobo hijo de Zebedeo,",1
165,"y Juan su hermano, en la barca con Zebedeo su padre, que remendaban",1
166,"sus redes; y los llamó. Y ellos, dejando al instante la barca y",1
167,"a su padre, le siguieron. Y recorrió",1
168,"Jesús toda Galilea, enseñando en las sinagogas",1
169,"de ellos, y predicando el evangelio del reino, y sanando toda enfermedad",1
170,y toda dolencia en el pueblo. Y se difundió su fama,1
171,por toda Siria; y le,1
172,"trajeron todos los que tenían dolencias, los afligidos",1
173,"por diversas enfermedades y tormentos,",1
174,"los endemoniados, lunáticos y paralíticos; y",1
175,los sanó. Y le siguió,1
176,"mucha gente de Galilea, de",1
177,"Decápolis, de Jerusalén, de Judea y del",1
178,"otro lado del Jordán. Viendo la multitud, subió al monte;",1
179,"y sentándose, vinieron a él sus discípulos. Y abriendo su boca les enseñaba, diciendo:",1
180,"Bienaventurados los pobres en espíritu, porque de ellos es el",1
181,"reino de los cielos. Bienaventurados los que lloran, porque ellos recibirán consolación. Bienaventurados los",1
182,"mansos, porque ellos recibirán la tierra",1
183,por heredad. Bienaventurados los que,1
184,"tienen hambre y sed de justicia,",1
185,"porque ellos serán saciados. Bienaventurados los misericordiosos, porque ellos alcanzarán misericordia. Bienaventurados los de",1
186,"limpio corazón, porque ellos verán a Dios.",1
187,"Bienaventurados los pacificadores, porque ellos serán llamados hijos de Dios. Bienaventurados",1
188,"los que padecen persecución por causa de la justicia, porque de ellos es el reino",1
189,de los cielos. Bienaventurados sois,1
190,"cuando por mi causa os vituperen y os persigan, y digan toda clase de mal",1
191,"contra vosotros, mintiendo. Gozaos y alegraos, porque vuestro galardón",1
192,es grande en los cielos; porque,1
193,así persiguieron a los profetas que fueron antes de vosotros. Vosotros sois la,1
194,"sal de la tierra; pero si la sal se desvaneciere, ¿con qué será salada?",1
195,"No sirve más para nada, sino para ser echada fuera y hollada",1
196,por los hombres. Vosotros sois la luz del mundo; una ciudad asentada sobre,1
197,un monte no se puede esconder. Ni,1
198,se enciende una luz y se,1
199,"pone debajo de un almud, sino sobre el candelero, y alumbra a todos",1
200,los que están en casa. Así alumbre vuestra,1
201,"luz delante de los hombres, para que vean vuestras buenas obras, y glorifiquen a",1
202,vuestro Padre que está en los cielos. No penséis que he venido para,1
203,"abrogar la ley o los profetas; no he venido para abrogar,",1
204,sino para cumplir. Porque de cierto os digo que hasta,1
205,"que pasen el cielo y la tierra, ni",1
206,una jota ni una tilde pasará de la,1
207,"ley, hasta que todo se haya cumplido. De manera que cualquiera que quebrante uno de",1
208,"estos mandamientos muy pequeños, y así enseñe a los hombres, muy pequeño será",1
209,llamado en el reino de los cielos; mas,1
210,"cualquiera que los haga y los enseñe, éste será llamado",1
211,grande en el reino de los cielos. Porque os digo que,1
212,si vuestra justicia no fuere mayor,1
213,"que la de los escribas y fariseos, no entraréis en el reino de",1
214,los cielos. Oísteis que fue dicho a los antiguos: No matarás; y cualquiera que,1
215,matare será culpable de juicio. Pero yo os digo que cualquiera que se enoje contra,1
216,"su hermano, será culpable de juicio; y cualquiera",1
217,"que diga: Necio, a su hermano, será culpable ante el concilio; y cualquiera",1
218,"que le diga: Fatuo, quedará expuesto al infierno de",1
219,"fuego. Por tanto, si traes tu ofrenda",1
220,"al altar, y allí te acuerdas de que tu hermano tiene algo contra",1
221,"ti, deja allí tu ofrenda delante del altar,",1
222,"y anda, reconcíliate primero con tu hermano, y",1
223,entonces ven y presenta tu ofrenda. Ponte de,1
224,"acuerdo con tu adversario pronto, entre tanto que estás",1
225,"con él en el camino, no",1
226,sea que el adversario te entregue al,1
227,"juez, y el juez al alguacil, y seas echado en la cárcel. De cierto te",1
228,"digo que no saldrás de allí, hasta que",1
229,pagues el último cuadrante. Oísteis que fue dicho: No cometerás adulterio. Pero,1
230,yo os digo que cualquiera que mira a una mujer,1
231,"para codiciarla, ya adulteró con ella en",1
232,"su corazón. Por tanto, si tu",1
233,"ojo derecho te es ocasión de caer, sácalo, y échalo de ti; pues mejor",1
234,"te es que se pierda uno de tus miembros,",1
235,y no que todo tu cuerpo sea echado al infierno. Y,1
236,si tu mano derecha te,1
237,"es ocasión de caer, córtala, y échala de ti; pues mejor te es",1
238,"que se pierda uno de tus miembros, y no que todo tu cuerpo sea echado",1
239,"al infierno. También fue dicho: Cualquiera que repudie a su mujer,",1
240,dele carta de divorcio. Pero yo os digo que el,1
241,"que repudia a su mujer, a no ser por causa de fornicación,",1
242,hace que ella adultere; y,1
243,el que se casa con la,1
244,"repudiada, comete adulterio. Además habéis oído que",1
245,fue dicho a los antiguos: No,1
246,"perjurarás, sino cumplirás al Señor tus",1
247,juramentos. Pero yo os digo: No juréis,1
248,"en ninguna manera; ni por el cielo, porque es el",1
249,"trono de Dios; ni por la tierra, porque es el",1
250,estrado de sus pies; ni por,1
251,"Jerusalén, porque es la ciudad del gran Rey. Ni por tu cabeza jurarás,",1
252,porque no puedes hacer blanco,1
253,o negro un solo cabello. Pero sea vuestro,1
254,"hablar: Sí, sí; no, no; porque lo que es más de",1
255,"esto, de mal procede. Oísteis que fue dicho: Ojo por ojo,",1
256,y diente por diente. Pero yo os digo: No resistáis al,1
257,"que es malo; antes, a cualquiera que te hiera en",1
258,"la mejilla derecha, vuélvele también la otra;",1
259,y al que quiera ponerte a pleito y quitarte la,1
260,"túnica, déjale también la capa; y a cualquiera que te obligue",1
261,"a llevar carga por una milla, ve con él dos. Al que te pida, dale;",1
262,"y al que quiera tomar de ti prestado, no se lo",1
263,"rehúses. Oísteis que fue dicho: Amarás a tu prójimo, y aborrecerás a tu",1
264,"enemigo. Pero yo os digo: Amad a vuestros enemigos, bendecid a los que os maldicen,",1
265,haced bien a los que,1
266,"os aborrecen, y orad por los que os ultrajan y os",1
267,persiguen; para que seáis hijos de vuestro Padre que está en los,1
268,"cielos, que hace salir su",1
269,"sol sobre malos y buenos, y que hace llover sobre justos e injustos.",1
270,"Porque si amáis a los que os aman, ¿qué recompensa tendréis?",1
271,¿No hacen también lo mismo los publicanos? Y si,1
272,"saludáis a vuestros hermanos solamente, ¿qué hacéis de más? ¿No hacen también así",1
273,"los gentiles? Sed, pues, vosotros perfectos, como vuestro Padre que está en los cielos es",1
274,"perfecto. Guardaos de hacer vuestra justicia delante de los hombres, para ser",1
275,vistos de ellos; de otra,1
276,manera no tendréis recompensa de vuestro Padre que está,1
277,"en los cielos. Cuando, pues, des limosna, no hagas tocar trompeta delante de ti, como",1
278,"hacen los hipócritas en las sinagogas y en las calles, para ser alabados por los",1
279,hombres; de cierto os digo que ya tienen su recompensa.,1
280,"Mas cuando tú des limosna, no sepa tu",1
281,"izquierda lo que hace tu derecha,",1
282,para que sea tu limosna en secreto; y tu Padre que ve en lo,1
283,"secreto te recompensará en público. Y cuando ores,",1
284,no seas como los hipócritas; porque ellos aman el orar,1
285,"en pie en las sinagogas y en las esquinas de las calles, para ser vistos",1
286,de los hombres; de cierto os digo que,1
287,"ya tienen su recompensa. Mas tú, cuando ores, entra en tu aposento, y cerrada la",1
288,"puerta, ora a tu Padre que está en secreto; y tu",1
289,"Padre que ve en lo secreto te recompensará en público. Y orando, no",1
290,"uséis vanas repeticiones, como los gentiles, que piensan que por",1
291,"su palabrería serán oídos. No os hagáis, pues, semejantes a ellos; porque vuestro Padre sabe",1
292,"de qué cosas tenéis necesidad, antes que",1
293,"vosotros le pidáis. Vosotros, pues, oraréis",1
294,"así: Padre nuestro que estás en los cielos, santificado sea",1
295,tu nombre. Venga tu reino. Hágase tu,1
296,"voluntad, como en el cielo, así",1
297,también en la tierra. El pan,1
298,"nuestro de cada día, dánoslo hoy. Y perdónanos nuestras deudas, como",1
299,"también nosotros perdonamos a nuestros deudores. Y no nos metas en tentación, mas líbranos",1
300,"del mal; porque tuyo es el reino, y",1
301,"el poder, y la gloria,",1
302,por todos los siglos. Amén. Porque si perdonáis a los hombres,1
303,"sus ofensas, os perdonará también a vosotros vuestro Padre celestial; mas si",1
304,"no perdonáis a los hombres sus ofensas, tampoco vuestro Padre",1
305,os perdonará vuestras ofensas. Cuando,1
306,"ayunéis, no seáis austeros, como los",1
307,hipócritas; porque ellos demudan sus,1
308,rostros para mostrar a los hombres que ayunan; de cierto os digo que ya tienen,1
309,"su recompensa. Pero tú, cuando ayunes, unge tu",1
310,"cabeza y lava tu rostro, para no",1
311,"mostrar a los hombres que ayunas, sino a tu Padre que",1
312,está en secreto; y tu Padre que ve en lo secreto te recompensará en,1
313,"público. No os hagáis tesoros en la tierra, donde la polilla y",1
314,"el orín corrompen, y donde ladrones minan y hurtan; sino",1
315,"haceos tesoros en el cielo, donde ni la",1
316,"polilla ni el orín corrompen,",1
317,y donde ladrones no minan ni hurtan.,1
318,"Porque donde esté vuestro tesoro, allí estará también vuestro corazón. La lámpara del",1
319,"cuerpo es el ojo; así que, si tu ojo es",1
320,"bueno, todo tu cuerpo estará lleno de luz; pero si tu ojo",1
321,"es maligno, todo tu cuerpo estará en",1
322,"tinieblas. Así que, si la luz que en ti",1
323,"hay es tinieblas, ¿cuántas no serán",1
324,las mismas tinieblas? Ninguno puede servir a,1
325,dos señores; porque o aborrecerá al uno,1
326,"y amará al otro, o",1
327,estimará al uno y menospreciará al otro. No podéis servir a Dios y a las,1
328,"riquezas. Por tanto os digo: No os afanéis por vuestra vida, qué habéis",1
329,"de comer o qué habéis de beber; ni por vuestro cuerpo, qué",1
330,"habéis de vestir. ¿No es la vida más que el alimento,",1
331,y el cuerpo más que,1
332,"el vestido? Mirad las aves del cielo, que no siembran, ni siegan, ni recogen",1
333,en graneros; y vuestro Padre,1
334,celestial las alimenta. ¿No valéis vosotros mucho más que ellas? ¿Y quién de,1
335,"vosotros podrá, por mucho que se afane, añadir a su estatura un codo? Y",1
336,"por el vestido, ¿por qué os afanáis? Considerad los",1
337,"lirios del campo, cómo crecen: no trabajan",1
338,"ni hilan; pero os digo, que ni aun Salomón con",1
339,toda su gloria se vistió así como uno de ellos. Y si,1
340,"la hierba del campo que hoy es, y mañana se",1
341,"echa en el horno, Dios la viste así, ¿no hará mucho",1
342,"más a vosotros, hombres de poca fe? No os",1
343,"afanéis, pues, diciendo: ¿Qué comeremos, o qué beberemos, o qué vestiremos? Porque los gentiles buscan",1
344,todas estas cosas; pero vuestro Padre celestial sabe que tenéis necesidad de todas,1
345,estas cosas. Mas buscad primeramente el reino de Dios,1
346,"y su justicia, y todas estas cosas os",1
347,"serán añadidas. Así que, no",1
348,"os afanéis por el día de mañana, porque el día de mañana traerá su",1
349,afán. Basta a cada día,1
350,"su propio mal. No juzguéis, para que no seáis juzgados. Porque con el juicio con",1
351,"que juzgáis, seréis juzgados, y con la medida con",1
352,"que medís, os será medido. ¿Y por qué miras la",1
353,"paja que está en el ojo de tu hermano, y no",1
354,echas de ver la viga que,1
355,está en tu propio ojo? ¿O cómo dirás a tu hermano: Déjame sacar la,1
356,"paja de tu ojo, y he aquí la viga",1
357,en el ojo tuyo? ¡Hipócrita!,1
358,"saca primero la viga de tu propio ojo, y entonces",1
359,verás bien para sacar la paja del ojo de tu hermano. No,1
360,"deis lo santo a los perros, ni echéis vuestras perlas delante",1
361,"de los cerdos, no sea que las pisoteen, y se vuelvan y os despedacen. Pedid,",1
362,"y se os dará; buscad, y hallaréis; llamad, y se os abrirá.",1
363,"Porque todo aquel que pide, recibe; y el que busca, halla; y",1
364,"al que llama, se le abrirá. ¿Qué hombre hay de vosotros, que",1
365,"si su hijo le pide pan, le dará una piedra? ¿O si le",1
366,"pide un pescado, le dará una serpiente? Pues si vosotros, siendo malos, sabéis dar",1
367,"buenas dádivas a vuestros hijos, ¿cuánto más vuestro Padre",1
368,que está en los cielos dará buenas cosas a los que le pidan?,1
369,"Así que, todas las cosas que queráis",1
370,"que los hombres hagan con vosotros, así",1
371,también haced vosotros con ellos; porque esto es la ley y los,1
372,"profetas. Entrad por la puerta estrecha; porque ancha es la puerta, y espacioso",1
373,"el camino que lleva a la perdición, y muchos son los",1
374,que entran por ella; porque estrecha es la,1
375,"puerta, y angosto el camino que lleva",1
376,"a la vida, y pocos son los que",1
377,la hallan. Guardaos de los,1
378,"falsos profetas, que vienen a vosotros con vestidos de ovejas, pero",1
379,por dentro son lobos rapaces. Por sus frutos los conoceréis. ¿Acaso se recogen uvas de,1
380,"los espinos, o higos de los abrojos? Así, todo buen árbol da buenos frutos,",1
381,pero el árbol malo da frutos malos. No puede el,1
382,"buen árbol dar malos frutos, ni el árbol malo dar frutos buenos. Todo",1
383,árbol que no da buen,1
384,"fruto, es cortado y echado en el fuego. Así",1
385,"que, por sus frutos los conoceréis. No todo el que me dice:",1
386,"Señor, Señor, entrará en el reino de los cielos, sino el que hace la voluntad",1
387,de mi Padre que está en los cielos. Muchos me,1
388,"dirán en aquel día: Señor, Señor, ¿no profetizamos en",1
389,"tu nombre, y en tu nombre echamos fuera demonios, y en",1
390,tu nombre hicimos muchos milagros?,1
391,Y entonces les declararé: Nunca os conocí; apartaos,1
392,"de mí, hacedores de maldad.",1
393,"Cualquiera, pues, que me oye estas palabras, y las hace, le compararé",1
394,"a un hombre prudente, que edificó su casa sobre la roca. Descendió lluvia,",1
395,"y vinieron ríos, y soplaron vientos, y",1
396,golpearon contra aquella casa; y no,1
397,"cayó, porque estaba fundada sobre la roca. Pero cualquiera que",1
398,"me oye estas palabras y no las hace, le compararé a",1
399,"un hombre insensato, que edificó su casa sobre la arena; y descendió lluvia, y",1
400,"vinieron ríos, y soplaron vientos, y dieron con ímpetu contra aquella casa; y",1
401,"cayó, y fue grande su ruina. Y cuando",1
402,"terminó Jesús estas palabras, la gente se admiraba de su doctrina; porque les enseñaba como",1
403,"quien tiene autoridad, y no como los escribas. Cuando",1
404,"descendió Jesús del monte, le seguía mucha",1
405,gente. Y he aquí vino un leproso,1
406,"y se postró ante él, diciendo:",1
407,"Señor, si quieres, puedes limpiarme. Jesús extendió la mano",1
408,"y le tocó, diciendo: Quiero; sé limpio. Y al",1
409,instante su lepra desapareció. Entonces Jesús,1
410,"le dijo: Mira, no lo",1
411,"digas a nadie; sino ve, muéstrate",1
412,"al sacerdote, y presenta la ofrenda que ordenó Moisés, para",1
413,"testimonio a ellos. Entrando Jesús en Capernaum, vino a él un centurión, rogándole, y",1
414,"diciendo: Señor, mi criado está",1
415,"postrado en casa, paralítico, gravemente atormentado. Y Jesús le dijo: Yo iré y le",1
416,"sanaré. Respondió el centurión y dijo: Señor, no soy digno de que",1
417,entres bajo mi techo; solamente dí,1
418,"la palabra, y mi criado sanará. Porque también yo",1
419,"soy hombre bajo autoridad, y tengo bajo mis órdenes soldados; y digo a",1
420,"éste: Ve, y va; y al otro: Ven, y viene; y",1
421,"a mi siervo: Haz esto, y lo hace. Al oírlo Jesús,",1
422,"se maravilló, y dijo a los que le seguían: De cierto os",1
423,"digo, que ni aun en Israel he hallado tanta fe. Y os digo que",1
424,"vendrán muchos del oriente y del occidente, y se sentarán con Abraham",1
425,e Isaac y Jacob en el reino de los,1
426,cielos; mas los hijos del,1
427,reino serán echados a las tinieblas de afuera;,1
428,allí será el lloro y el crujir de dientes. Entonces,1
429,"Jesús dijo al centurión: Ve, y como",1
430,"creíste, te sea hecho. Y su criado fue sanado en",1
431,"aquella misma hora. Vino Jesús a casa de Pedro, y vio a la suegra",1
432,"de éste postrada en cama, con fiebre. Y tocó su mano,",1
433,"y la fiebre la dejó; y ella se levantó, y",1
434,"les servía. Y cuando llegó la noche, trajeron a él muchos",1
435,"endemoniados; y con la palabra echó fuera a los demonios,",1
436,y sanó a todos los enfermos; para que se cumpliese lo dicho por el profeta,1
437,"Isaías, cuando dijo: El mismo tomó nuestras enfermedades, y llevó nuestras",1
438,dolencias. Viéndose Jesús rodeado de mucha,1
439,"gente, mandó pasar al otro lado. Y vino un escriba y le dijo: Maestro,",1
440,"te seguiré adondequiera que vayas. Jesús le dijo: Las zorras tienen guaridas,",1
441,y las aves del cielo,1
442,nidos; mas el Hijo del Hombre no,1
443,tiene dónde recostar su cabeza. Otro de sus discípulos le dijo:,1
444,"Señor, permíteme que vaya primero y entierre a mi padre. Jesús le",1
445,dijo: Sígueme; deja que los muertos entierren a sus muertos. Y entrando él,1
446,"en la barca, sus discípulos le siguieron. Y he aquí que se",1
447,levantó en el mar una tempestad,1
448,tan grande que las olas,1
449,cubrían la barca; pero él dormía. Y vinieron sus,1
450,"discípulos y le despertaron, diciendo: ¡Señor, sálvanos, que perecemos! El les dijo:",1
451,"¿Por qué teméis, hombres de poca fe? Entonces, levantándose,",1
452,reprendió a los vientos y al mar; y se hizo grande,1
453,"bonanza. Y los hombres se maravillaron, diciendo: ¿Qué hombre es éste, que aun los vientos",1
454,"y el mar le obedecen? Cuando llegó a la otra orilla, a la tierra",1
455,"de los gadarenos, vinieron a su encuentro dos endemoniados que salían",1
456,"de los sepulcros, feroces en gran manera, tanto que nadie podía pasar",1
457,"por aquel camino. Y clamaron diciendo: ¿Qué tienes con nosotros, Jesús, Hijo de Dios?",1
458,¿Has venido acá para atormentarnos antes,1
459,de tiempo? Estaba paciendo lejos de ellos un hato de muchos cerdos. Y los,1
460,demonios le rogaron diciendo: Si nos echas,1
461,"fuera, permítenos ir a aquel hato de cerdos. El les",1
462,"dijo: Id. Y ellos salieron, y se fueron a",1
463,"aquel hato de cerdos; y he aquí, todo el hato de cerdos se",1
464,"precipitó en el mar por un despeñadero, y perecieron en las aguas. Y los",1
465,"que los apacentaban huyeron, y viniendo a la ciudad, contaron todas las cosas, y lo",1
466,que había pasado con los endemoniados. Y,1
467,"toda la ciudad salió al encuentro de Jesús; y cuando le vieron, le rogaron",1
468,"que se fuera de sus contornos. Entonces, entrando Jesús en la barca, pasó al",1
469,otro lado y vino a su ciudad. Y sucedió que le trajeron un,1
470,"paralítico, tendido sobre una cama; y al ver Jesús la fe de ellos,",1
471,"dijo al paralítico: Ten ánimo, hijo; tus pecados",1
472,te son perdonados. Entonces algunos de los escribas decían dentro,1
